pair_nums,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
56,6.0,6.0,4.0,6.0,4.0,5.0,4.0,4.0,3.0,6.0,6.0,5.0,4.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,4.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,6.0,4.0
57,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0
58,6.0,3.0,2.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0,5.0,6.0,2.0,5.0,7.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,2.0,6.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,4.0,5.0,2.0,4.0,5.0,6.0,5.0
59,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,5.0,3.0,2.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0
60,6.0,5.0,4.0,4.0,5.0,6.0,6.0,4.0,2.0,6.0,5.0,3.0,3.0,1.0,4.0,5.0,3.0,2.0,3.0,5.0,6.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,3.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,4.0
61,6.0,6.0,2.0,4.0,5.0,7.0,7.0,5.0,3.0,7.0,7.0,3.0,3.0,2.0,5.0,4.0,6.0,5.0,4.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,5.0,6.0,3.0,6.0,5.0,7.0,6.0,6.0,4.0,5.0,4.0,5.0,6.0,3.0,3.0,3.0,5.0,3.0,4.0,6.0,6.0,4.0,5.0,7.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0
62,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,6.0,7.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0
63,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,3.0,5.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0
64,3.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,2.0,5.0,3.0,5.0,2.0,3.0,6.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,3.0,6.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0
65,6.0,4.0,2.0,4.0,4.0,7.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,6.0,5.0,3.0,4.0,4.0,6.0,5.0,4.0,6.0,3.0,5.0,4.0,4.0,5.0
66,5.0,5.0,3.0,6.0,6.0,5.0,6.0,5.0,4.0,7.0,5.0,6.0,4.0,5.0,5.0,4.0,6.0,5.0,4.0,6.0,7.0,7.0,4.0,4.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0
67,5.0,6.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,5.0,6.0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,6.0,5.0,6.0,2.0,4.0,7.0,5.0,4.0,4.0,6.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,4.0,6.0,5.0,4.0,6.0,3.0,4.0,3.0,5.0,4.0
68,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0,6.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,3.0,6.0,5.0,6.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0
69,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,6.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,6.0,3.0,3.0,4.0,4.0,6.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0
70,5.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,6.0,2.0,5.0,5.0,6.0,5.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0
71,5.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,6.0,5.0,6.0,3.0,3.0,6.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,6.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0
72,4.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,5.0,6.0,7.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,3.0,4.0,3.0,6.0,5.0
73,5.0,5.0,1.0,4.0,4.0,5.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,1.0,6.0,3.0,1.0,4.0,6.0,1.0,4.0,4.0,6.0,4.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0
74,6.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,6.0,6.0,7.0,3.0,4.0,7.0,3.0,3.0,5.0,7.0,3.0,5.0,3.0,6.0,5.0,4.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,2.0,3.0,6.0,5.0,3.0,4.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,4.0,5.0,3.0
75,6.0,4.0,2.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,3.0,1.0,5.0,2.0,3.0,5.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0
76,3.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,6.0,6.0,2.0,3.0,6.0,5.0,4.0,3.0,7.0,2.0,5.0,5.0,6.0,6.0,6.0,2.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,5.0,2.0,3.0,5.0,2.0,2.0,4.0,5.0,6.0,6.0,6.0,7.0,1.0,2.0,6.0,7.0,2.0
77,4.0,5.0,1.0,4.0,4.0,7.0,2.0,4.0,2.0,7.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,7.0,3.0,4.0,1.0,2.0,6.0,3.0,1.0,4.0,7.0,1.0,5.0,6.0,7.0,5.0,5.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,1.0,5.0,1.0,3.0,6.0,6.0,4.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0
78,5.0,4.0,2.0,4.0,4.0,5.0,6.0,4.0,1.0,6.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,6.0,6.0,2.0,3.0,5.0,2.0,2.0,4.0,5.0,1.0,5.0,4.0,6.0,5.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,2.0,6.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,6.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0
79,5.0,4.0,2.0,3.0,2.0,4.0,6.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,6.0,6.0,6.0,2.0,4.0,4.0,6.0,4.0,4.0,7.0,2.0,3.0,5.0,6.0,5.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,4.0,2.0,3.0,6.0,3.0,2.0,3.0,5.0,7.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0
80,6.0,5.0,4.0,5.0,5.0,6.0,4.0,5.0,3.0,7.0,6.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,7.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,5.0,4.0
81,5.0,4.0,4.0,5.0,6.0,7.0,4.0,5.0,2.0,3.0,6.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,7.0,5.0,4.0,3.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,7.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0
82,5.0,5.0,5.0,5.0,4.0,6.0,7.0,3.0,3.0,6.0,7.0,4.0,3.0,2.0,5.0,5.0,7.0,4.0,4.0,6.0,6.0,7.0,3.0,3.0,6.0,5.0,4.0,6.0,7.0,4.0,4.0,5.0,7.0,7.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,6.0,4.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,3.0
83,5.0,4.0,2.0,3.0,5.0,6.0,3.0,6.0,2.0,6.0,2.0,3.0,2.0,1.0,3.0,3.0,5.0,5.0,2.0,5.0,6.0,6.0,4.0,4.0,7.0,5.0,5.0,6.0,6.0,4.0,7.0,5.0,6.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,6.0,3.0,5.0,6.0,4.0,3.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,6.0,4.0
84,4.0,4.0,3.0,4.0,6.0,5.0,7.0,5.0,3.0,7.0,5.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,1.0,4.0,5.0,7.0,3.0,4.0,7.0,4.0,3.0,4.0,6.0,1.0,6.0,5.0,4.0,5.0,3.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,2.0,6.0,4.0,3.0,6.0,3.0,3.0,3.0,5.0,6.0,6.0,4.0,5.0,3.0,4.0,4.0,6.0,4.0
85,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,4.0,4.0
86,5.0,4.0,2.0,3.0,6.0,6.0,7.0,3.0,3.0,5.0,5.0,1.0,2.0,1.0,6.0,3.0,3.0,4.0,2.0,4.0,7.0,7.0,3.0,3.0,7.0,6.0,2.0,3.0,5.0,3.0,5.0,3.0,6.0,6.0,4.0,1.0,2.0,2.0,5.0,5.0,4.0,2.0,3.0,6.0,5.0,4.0,7.0,4.0,2.0,5.0,5.0,6.0,4.0,2.0,6.0,2.0,5.0,4.0,6.0,5.0
87,5.0,4.0,2.0,6.0,4.0,6.0,4.0,5.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,1.0,2.0,5.0,2.0,5.0,5.0,5.0,6.0,3.0,2.0,2.0,1.0,4.0,5.0,2.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,6.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,4.0
88,5.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,6.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,7.0,3.0,6.0,5.0,7.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,6.0,4.0,4.0,6.0,4.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0
89,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,6.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
90,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
91,5.0,5.0,3.0,5.0,7.0,7.0,7.0,7.0,3.0,7.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,7.0,7.0,7.0,4.0,3.0,6.0,6.0,6.0,3.0,6.0,1.0,4.0,3.0,7.0,7.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,2.0,7.0,2.0,3.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,7.0,2.0,3.0,7.0,7.0,6.0
92,4.0,4.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,5.0,6.0,5.0,3.0,2.0,6.0,3.0,3.0,4.0,6.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,5.0,3.0,4.0,5.0,4.0,6.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,6.0,4.0,3.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,4.0,6.0,6.0,7.0,5.0,5.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,3.0,5.0,7.0,5.0,4.0,5.0,6.0,7.0,5.0,5.0,7.0,4.0,5.0,5.0,6.0,5.0
95,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
96,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,6.0,4.0,6.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,6.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0
97,5.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,1.0,5.0,5.0,6.0,1.0,3.0,2.0,4.0,3.0,3.0,6.0,1.0,5.0,6.0,5.0,6.0,5.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,6.0,6.0,5.0,5.0,6.0,2.0,3.0,4.0,4.0,3.0
98,5.0,4.0,1.0,2.0,4.0,6.0,3.0,3.0,1.0,4.0,5.0,2.0,1.0,1.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,6.0,4.0,6.0,6.0,4.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,7.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0
99,6.0,6.0,4.0,3.0,5.0,5.0,6.0,4.0,4.0,5.0,6.0,4.0,2.0,4.0,6.0,5.0,6.0,5.0,3.0,7.0,7.0,7.0,4.0,5.0,7.0,7.0,5.0,7.0,7.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0
100,5.0,4.0,3.0,4.0,6.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0
101,5.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,5.0,1.0,6.0,6.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0
102,5.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,6.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0
103,7.0,6.0,4.0,6.0,6.0,7.0,5.0,5.0,3.0,6.0,6.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,5.0,6.0,7.0,4.0,5.0,4.0,6.0,4.0,3.0,6.0,2.0,4.0,5.0,6.0,7.0,6.0,1.0,2.0,4.0,5.0,6.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,5.0,5.0
104,4.0,4.0,2.0,2.0,3.0,5.0,5.0,4.0,2.0,6.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,5.0,6.0,6.0,3.0,4.0,7.0,6.0,3.0,5.0,7.0,2.0,6.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,4.0,6.0,2.0,2.0,2.0,7.0,2.0,3.0,7.0,4.0,3.0,4.0,7.0,6.0,6.0,4.0,6.0,2.0,3.0,5.0,7.0,4.0
105,3.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,6.0,6.0,2.0,3.0,6.0,6.0,4.0,4.0,6.0,4.0,6.0,5.0,6.0,5.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,4.0,3.0,4.0,5.0,6.0,5.0,5.0,6.0,2.0,3.0,4.0,5.0,5.0
106,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0
107,4.0,3.0,2.0,3.0,4.0,6.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,6.0,6.0,2.0,4.0,6.0,5.0,4.0,6.0,6.0,3.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,3.0
108,5.0,6.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,1.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,5.0,1.0,1.0,2.0,4.0,2.0
109,3.0,3.0,2.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,7.0,7.0,6.0,3.0,4.0,5.0,6.0,4.0,3.0,7.0,3.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,2.0,5.0,6.0,2.0,3.0,3.0,5.0,2.0,5.0,6.0,5.0,4.0,4.0,6.0,7.0,6.0,6.0,7.0,4.0,4.0,6.0,6.0,5.0
110,6.0,4.0,3.0,4.0,5.0,6.0,4.0,4.0,4.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,5.0,2.0,3.0,6.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,6.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0
111,5.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,6.0,3.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,6.0,5.0,6.0,3.0,4.0,5.0,5.0,4.0,4.0,6.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,6.0,4.0,4.0,5.0,6.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0
112,5.0,4.0,3.0,3.0,4.0,6.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,6.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0
113,6.0,5.0,3.0,5.0,5.0,4.0,6.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,7.0,5.0,4.0,5.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
